-38.1024141,10.1790986
-37.6048752,10.1401632
-37.1071333,10.1039192
-36.6092684,10.0694027
-36.1112861,10.0366158
-35.6133331,10.0033888
-35.115344,9.9707076
-34.6174552,9.9365334
-34.1196536,9.901113
-33.6219304,9.8646111
-33.1244513,9.8249236
-32.6271192,9.78343
-32.1299162,9.7404171
-31.6328743,9.6955813
-31.1359762,9.6491757
-30.6391329,9.602185
-30.1422232,9.5559058
-29.6452223,9.5106136
-29.1481523,9.4660893
-28.6508874,9.4238
-28.1535078,9.382878
-27.6560243,9.3432389
-27.1584541,9.3047026
-26.6608085,9.2671531
-26.1631389,9.2299211
-25.6655426,9.1917229
-25.1679568,9.1533873
-24.6704653,9.1138499
-24.1730709,9.073107
-23.6758129,9.0307369
-23.1788017,8.985566
-22.6820454,8.9376754
-22.1856494,8.8861834
-21.6895357,8.8320412
-21.1939112,8.7735983
-20.698877,8.710351
-20.2046065,8.6413988
-19.7110461,8.5675314
-19.218126,8.4894821
-18.7255964,8.4089508
-18.2331063,8.328166
-17.7401322,8.2504756
-17.246222,8.1791384
-16.7507444,8.1199318
-16.2533362,8.0807981
-15.754453,8.0684631
-15.255779,8.0867523
-14.7596695,8.1401611
-14.2684911,8.2301672
-13.7858224,8.3569653
-13.3120103,8.5116938
-12.8474413,8.6895584
-12.3905108,8.8894679
-11.9422251,9.1107761
-11.5010342,9.3460014
-11.0633298,9.5873862
-10.626373,9.828825
-10.1846326,10.0612232
-9.7307635,10.2690721
-9.261283,10.4373833
-8.7742735,10.5448521
-8.2773296,10.5651265
-7.7877611,10.4783454
-7.329701,10.2828754
-6.9226923,9.9951647
-6.5864613,9.6272467
-6.3336051,9.1983583
-6.1739906,8.7266397
-6.1149128,8.2322176
-6.1532898,7.7351004
-6.2916754,7.2558254
-6.5227994,6.8145307
-6.8382439,6.4290586
-7.2114205,6.0995687
-7.6203991,5.8149763
-8.059488,5.5772278
-8.5188989,5.3810188
-8.9939727,5.2277783
-9.4798692,5.1146242
-9.9728641,5.0384088
-10.4696466,4.9919897
-10.9678955,4.9639542
-11.4666042,4.9457713
-11.965517,4.9352438
-12.4645791,4.9313097
-12.9636416,4.9316239
-13.4626972,4.9354665
-13.9617478,4.9406723
-14.4607865,4.9457038
-14.9598327,4.9492962
-15.4588897,4.9510411
-15.957948,4.9503672
-16.4569941,4.9467349
-16.9560027,4.9395851
-17.4549283,4.9283925
-17.9537326,4.9123943
